movie_id;title;year;genres;genre_count
64;Two if by Sea;1996;Comedy|Romance;2
65;Bio-Dome;1996;Comedy;1
66;Lawnmower Man 2: Beyond Cyberspace;1996;Action|Sci-Fi|Thriller;3
68;French Twist;;Comedy|Romance;2
69;Friday;1995;Comedy;1
70;From Dusk Till Dawn;1996;Action|Comedy|Horror|Thriller;4
71;Fair Game;1995;Action;1
72;Kicking and Screaming;1995;Comedy|Drama;2
73;Misérables, Les;1995;Drama|War;2
74;Bed of Roses;1996;Drama|Romance;2
75;Big Bully;1996;Comedy|Drama;2
76;Screamers;1995;Action|Sci-Fi|Thriller;3
77;Nico Icon;1995;Documentary;1
78;Crossing Guard, The;1995;Action|Crime|Drama|Thriller;4
79;Juror, The;1996;Drama|Thriller;2
80;White Balloon, The;;Children|Drama;2
81;Things to Do in Denver When You're Dead;1995;Crime|Drama|Romance;3
82;Antonia's Line;;Comedy|Drama;2
83;Once Upon a Time... When We Were Colored;1995;Drama|Romance;2
85;Angels and Insects;1995;Drama|Romance;2
86;White Squall;1996;Action|Adventure|Drama;3
87;Dunston Checks In;1996;Children|Comedy;2
88;Black Sheep;1996;Comedy;1
89;Nick of Time;1995;Action|Thriller;2
92;Mary Reilly;1996;Drama|Horror|Thriller;3
93;Vampire in Brooklyn;1995;Comedy|Horror|Romance;3
94;Beautiful Girls;1996;Comedy|Drama|Romance;3
95;Broken Arrow;1996;Action|Adventure|Thriller;3
96;In the Bleak Midwinter;1995;Comedy|Drama;2
97;Hate;;Crime|Drama;2
99;Heidi Fleiss: Hollywood Madam;1995;Documentary;1
100;City Hall;1996;Drama|Thriller;2
101;Bottle Rocket;1996;Adventure|Comedy|Crime|Romance;4
102;Mr. Wrong;1996;Comedy;1
103;Unforgettable;1996;Mystery|Sci-Fi|Thriller;3
104;Happy Gilmore;1996;Comedy;1
105;Bridges of Madison County, The;1995;Drama|Romance;2
106;Nobody Loves Me;;Comedy|Drama;2
107;Muppet Treasure Island;1996;Adventure|Children|Comedy|Musical;4
108;Catwalk;1996;Documentary;1
110;Braveheart;1995;Action|Drama|War;3
111;Taxi Driver;1976;Crime|Drama|Thriller;3
112;Rumble in the Bronx;;Action|Adventure|Comedy|Crime;4
113;Before and After;1996;Drama|Mystery;2
116;Anne Frank Remembered;1995;Documentary;1
117;Young Poisoner's Handbook, The;1995;Crime|Drama;2
118;If Lucy Fell;1996;Comedy|Romance;2
119;Steal Big, Steal Little;1995;Comedy;1
121;Boys of St. Vincent, The;1992;Drama;1
122;Boomerang;1992;Comedy|Romance;2
123;Chungking Express;;Drama|Mystery|Romance;3
125;Flirting With Disaster;1996;Comedy;1
126;NeverEnding Story III, The;1994;Adventure|Children|Fantasy;3
128;Jupiter's Wife;1994;Documentary;1
129;Pie in the Sky;1996;Comedy|Romance;2
132;Jade;1995;Thriller;1
135;Down Periscope;1996;Comedy;1
137;Man of the Year;1995;Documentary;1
140;Up Close and Personal;1996;Drama|Romance;2
141;Birdcage, The;1996;Comedy;1
144;Brothers McMullen, The;1995;Comedy;1
145;Bad Boys;1995;Action|Comedy|Crime|Drama|Thriller;5
146;Amazing Panda Adventure, The;1995;Adventure|Children;2
147;Basketball Diaries, The;1995;Drama;1
148;Awfully Big Adventure, An;1995;Drama;1
149;Amateur;1994;Crime|Drama|Thriller;3
150;Apollo 13;1995;Adventure|Drama|IMAX;3
151;Rob Roy;1995;Action|Drama|Romance|War;4
152;Addiction, The;1995;Drama|Horror;2
153;Batman Forever;1995;Action|Adventure|Comedy|Crime;4
154;Beauty of the Day;;Drama;1
155;Beyond Rangoon;1995;Adventure|Drama|War;3
156;Blue in the Face;1995;Comedy|Drama;2
157;Canadian Bacon;1995;Comedy|War;2
158;Casper;1995;Adventure|Children;2
159;Clockers;1995;Crime|Drama|Mystery;3
160;Congo;1995;Action|Adventure|Mystery|Sci-Fi;4
161;Crimson Tide;1995;Drama|Thriller|War;3
162;Crumb;1994;Documentary;1
163;Desperado;1995;Action|Romance|Western;3
164;Devil in a Blue Dress;1995;Crime|Film-Noir|Mystery|Thriller;4
165;Die Hard: With a Vengeance;1995;Action|Crime|Thriller;3
166;Doom Generation, The;1995;Comedy|Crime|Drama;3
168;First Knight;1995;Action|Drama|Romance;3
169;Free Willy 2: The Adventure Home;1995;Adventure|Children|Drama;3
170;Hackers;1995;Action|Adventure|Crime|Thriller;4
171;Jeffrey;1995;Comedy|Drama;2
172;Johnny Mnemonic;1995;Action|Sci-Fi|Thriller;3
173;Judge Dredd;1995;Action|Crime|Sci-Fi;3
174;Jury Duty;1995;Comedy;1
175;Kids;1995;Drama;1
176;Living in Oblivion;1995;Comedy;1
177;Lord of Illusions;1995;Horror;1
178;Love & Human Remains;1993;Comedy|Drama;2
179;Mad Love;1995;Drama|Romance;2
180;Mallrats;1995;Comedy|Romance;2
181;Mighty Morphin Power Rangers: The Movie;1995;Action|Children;2
183;Mute Witness;1994;Comedy|Horror|Thriller;3
184;Nadja;1994;Drama;1
185;Net, The;1995;Action|Crime|Thriller;3
186;Nine Months;1995;Comedy|Romance;2
187;Party Girl;1995;Comedy;1
188;Prophecy, The;1995;Fantasy|Horror|Mystery;3
189;Reckless;1995;Comedy|Fantasy;2
190;Safe;1995;Thriller;1
191;Scarlet Letter, The;1995;Drama|Romance;2
193;Showgirls;1995;Drama;1
194;Smoke;1995;Comedy|Drama;2
195;Something to Talk About;1995;Comedy|Drama|Romance;3
196;Species;1995;Horror|Sci-Fi;2
198;Strange Days;1995;Action|Crime|Drama|Mystery|Sci-Fi|Thriller;6
199;Umbrellas of Cherbourg, The;;Drama|Musical|Romance;3
201;Three Wishes;1995;Drama|Fantasy;2
202;Total Eclipse;1995;Drama|Romance;2
203;To Wong Foo, Thanks for Everything! Julie Newmar;1995;Comedy;1
204;Under Siege 2: Dark Territory;1995;Action;1
205;Unstrung Heroes;1995;Comedy|Drama;2
206;Unzipped;1995;Documentary;1
207;Walk in the Clouds, A;1995;Drama|Romance;2
208;Waterworld;1995;Action|Adventure|Sci-Fi;3
209;White Man's Burden;1995;Drama;1
210;Wild Bill;1995;Western;1
211;Browning Version, The;1994;Drama;1
212;Bushwhacked;1995;Adventure|Comedy|Crime|Mystery;4
213;Burnt by the Sun;;Drama;1
214;Before the Rain;;Drama|War;2
215;Before Sunrise;1995;Drama|Romance;2
216;Billy Madison;1995;Comedy;1
217;Babysitter, The;1995;Drama|Thriller;2
218;Boys on the Side;1995;Comedy|Drama;2
219;Cure, The;1995;Drama;1
220;Castle Freak;1995;Horror;1
222;Circle of Friends;1995;Drama|Romance;2
223;Clerks;1994;Comedy;1
224;Don Juan DeMarco;1995;Comedy|Drama|Romance;3
225;Disclosure;1994;Drama|Thriller;2
227;Drop Zone;1994;Action|Thriller;2
228;Destiny Turns on the Radio;1995;Comedy;1
229;Death and the Maiden;1994;Drama|Thriller;2
230;Dolores Claiborne;1995;Drama|Thriller;2
231;Dumb & Dumber;;Adventure|Comedy;2
232;Eat Drink Man Woman;;Comedy|Drama|Romance;3
233;Exotica;1994;Drama;1
234;Exit to Eden;1994;Comedy;1
235;Ed Wood;1994;Comedy|Drama;2
236;French Kiss;1995;Action|Comedy|Romance;3
237;Forget Paris;1995;Comedy|Romance;2
238;Far From Home: The Adventures of Yellow Dog;1995;Adventure|Children;2
239;Goofy Movie, A;1995;Animation|Children|Comedy|Romance;4
240;Hideaway;1995;Thriller;1
241;Fluke;1995;Children|Drama;2
242;Farinelli: il castrato;1994;Drama|Musical;2
243;Gordy;1995;Children|Comedy|Fantasy;3
246;Hoop Dreams;1994;Documentary;1
247;Heavenly Creatures;1994;Crime|Drama;2
248;Houseguest;1994;Comedy;1
249;Immortal Beloved;1994;Drama|Romance;2
250;Heavyweights;;Children|Comedy;2
251;Hunted, The;1995;Action;1
252;I.Q.;1994;Comedy|Romance;2
253;Interview with the Vampire: The Vampire Chronicles;1994;Drama|Horror;2
254;Jefferson in Paris;1995;Drama;1
255;Jerky Boys, The;1995;Comedy;1
256;Junior;1994;Comedy|Sci-Fi;2
257;Just Cause;1995;Mystery|Thriller;2
258;Kid in King Arthur's Court, A;1995;Adventure|Children|Comedy|Fantasy|Romance;5
259;Kiss of Death;1995;Crime|Drama|Thriller;3
260;Star Wars: Episode IV - A New Hope;1977;Action|Adventure|Sci-Fi;3
261;Little Women;1994;Drama;1
262;Little Princess, A;1995;Children|Drama;2
263;Ladybird Ladybird;1994;Drama;1
265;Like Water for Chocolate;;Drama|Fantasy|Romance;3
266;Legends of the Fall;1994;Drama|Romance|War|Western;4
267;Major Payne;1995;Comedy;1
269;My Crazy Life;;Drama;1
270;Love Affair;1994;Drama|Romance;2
271;Losing Isaiah;1995;Drama;1
272;Madness of King George, The;1994;Comedy|Drama;2
273;Mary Shelley's Frankenstein;;Drama|Horror|Sci-Fi;3
274;Man of the House;1995;Comedy;1
275;Mixed Nuts;1994;Comedy;1
276;Milk Money;1994;Comedy|Romance;2
277;Miracle on 34th Street;1994;Drama;1
278;Miami Rhapsody;1995;Comedy;1
279;My Family;1995;Drama;1
280;Murder in the First;1995;Drama|Thriller;2
281;Nobody's Fool;1994;Comedy|Drama|Romance;3
282;Nell;1994;Drama;1
283;New Jersey Drive;1995;Crime|Drama;2
284;New York Cop;;Action|Crime;2
285;Beyond Bedlam;1993;Drama|Horror;2
287;Nina Takes a Lover;1994;Comedy|Romance;2
288;Natural Born Killers;1994;Action|Crime|Thriller;3
289;Only You;1994;Comedy|Romance;2
290;Once Were Warriors;1994;Crime|Drama;2
291;Poison Ivy II;1996;Drama|Thriller;2
292;Outbreak;1995;Action|Drama|Sci-Fi|Thriller;4
293;Léon: The Professional;;Action|Crime|Drama|Thriller;4
294;Perez Family, The;1995;Comedy|Romance;2
295;Pyromaniac's Love Story, A;1995;Comedy|Romance;2
296;Pulp Fiction;1994;Comedy|Crime|Drama|Thriller;4
298;Pushing Hands;;Drama;1
299;Priest;1994;Drama;1
300;Quiz Show;1994;Drama;1
301;Picture Bride;;Drama|Romance;2
302;Queen Margot;;Drama|Romance;2
303;Quick and the Dead, The;1995;Action|Thriller|Western;3
304;Roommates;1995;Comedy|Drama;2
305;Ready to Wear;;Comedy;1
306;Three Colors: Red;;Drama;1
307;Three Colors: Blue;;Drama;1
308;Three Colors: White;;Comedy|Drama;2
310;Rent-a-Kid;1995;Comedy;1
311;Relative Fear;1994;Horror|Thriller;2
312;Stuart Saves His Family;1995;Comedy;1
313;Swan Princess, The;1994;Animation|Children;2
314;Secret of Roan Inish, The;1994;Children|Drama|Fantasy|Mystery;4
315;Specialist, The;1994;Action|Drama|Thriller;3
316;Stargate;1994;Action|Adventure|Sci-Fi;3
317;Santa Clause, The;1994;Comedy|Drama|Fantasy;3
318;Shawshank Redemption, The;1994;Crime|Drama;2
319;Shallow Grave;1994;Comedy|Drama|Thriller;3
320;Suture;1993;Film-Noir|Thriller;2
321;Strawberry and Chocolate;;Drama;1
322;Swimming with Sharks;1995;Comedy|Drama;2
324;Sum of Us, The;1994;Comedy|Drama;2
325;National Lampoon's Senior Trip;1995;Comedy;1
326;To Live;;Drama;1
327;Tank Girl;1995;Action|Comedy|Sci-Fi;3
328;Tales from the Crypt Presents: Demon Knight;1995;Horror|Thriller;2
329;Star Trek: Generations;1994;Adventure|Drama|Sci-Fi;3
330;Tales from the Hood;1995;Action|Crime|Horror;3
331;Tom & Viv;1994;Drama;1
332;Village of the Damned;1995;Horror|Sci-Fi;2
333;Tommy Boy;1995;Comedy;1
334;Vanya on 42nd Street;1994;Drama;1
335;Underneath;1995;Mystery|Thriller;2
336;Walking Dead, The;1995;Drama|War;2
337;What's Eating Gilbert Grape;1993;Drama;1
338;Virtuosity;1995;Action|Sci-Fi|Thriller;3
339;While You Were Sleeping;1995;Comedy|Romance;2
340;War, The;1994;Adventure|Drama|War;3
341;Double Happiness;1994;Drama;1
342;Muriel's Wedding;1994;Comedy;1
343;Baby-Sitters Club, The;1995;Children;1
344;Ace Ventura: Pet Detective;1994;Comedy;1
345;Adventures of Priscilla, Queen of the Desert, The;1994;Comedy|Drama;2
346;Backbeat;1993;Drama|Musical;2
347;Bitter Moon;1992;Drama|Film-Noir|Romance;3
348;Bullets Over Broadway;1994;Comedy;1
349;Clear and Present Danger;1994;Action|Crime|Drama|Thriller;4
350;Client, The;1994;Drama|Mystery|Thriller;3
351;Corrina, Corrina;1994;Comedy|Drama|Romance;3
352;Crooklyn;1994;Comedy|Drama;2
353;Crow, The;1994;Action|Crime|Fantasy|Thriller;4
354;Cobb;1994;Drama;1
355;Flintstones, The;1994;Children|Comedy|Fantasy;3
356;Forrest Gump;1994;Comedy|Drama|Romance|War;4
357;Four Weddings and a Funeral;1994;Comedy|Romance;2
358;Higher Learning;1995;Drama;1
359;I Like It Like That;1994;Comedy|Drama|Romance;3
360;I Love Trouble;1994;Action|Comedy;2
361;It Could Happen to You;1994;Comedy|Drama|Romance;3
362;Jungle Book, The;1994;Adventure|Children|Romance;3
363;Wonderful, Horrible Life of Leni Riefenstahl, The;;Documentary;1
364;Lion King, The;1994;Adventure|Animation|Children|Drama|Musical|IMAX;6
365;Little Buddha;1993;Drama;1
366;Wes Craven's New Nightmare;;Drama|Horror|Mystery|Thriller;4
367;Mask, The;1994;Action|Comedy|Crime|Fantasy;4
368;Maverick;1994;Adventure|Comedy|Western;3
369;Mrs. Parker and the Vicious Circle;1994;Drama;1
370;Naked Gun 33 1/3: The Final Insult;1994;Action|Comedy;2
371;Paper, The;1994;Comedy|Drama;2
372;Reality Bites;1994;Comedy|Drama|Romance;3
373;Red Rock West;1992;Thriller;1
374;Richie Rich;1994;Children|Comedy;2
376;River Wild, The;1994;Action|Thriller;2
377;Speed;1994;Action|Romance|Thriller;3
378;Speechless;1994;Comedy|Romance;2
379;Timecop;1994;Action|Sci-Fi|Thriller;3
380;True Lies;1994;Action|Adventure|Comedy|Romance|Thriller;5
381;When a Man Loves a Woman;1994;Drama|Romance;2
382;Wolf;1994;Drama|Horror|Romance|Thriller;4
383;Wyatt Earp;1994;Western;1
384;Bad Company;1995;Action|Crime|Drama;3
385;Man of No Importance, A;1994;Drama;1
386;S.F.W.;1994;Drama;1
387;Low Down Dirty Shame, A;1994;Action|Comedy;2
388;Boys Life;1995;Drama;1
389;Colonel Chabert, Le;1994;Drama|Romance|War;3
390;Faster Pussycat! Kill! Kill!;1965;Action|Crime|Drama;3
391;Jason's Lyric;1994;Crime|Drama;2
393;Street Fighter;1994;Action|Adventure|Fantasy;3
405;Highlander III: The Sorcerer;;Action|Fantasy;2
406;Federal Hill;1994;Drama;1
407;In the Mouth of Madness;1995;Horror|Thriller;2
408;8 Seconds;1994;Drama;1
409;Above the Rim;1994;Crime|Drama;2
410;Addams Family Values;1993;Children|Comedy|Fantasy;3
412;Age of Innocence, The;1993;Drama;1
413;Airheads;1994;Comedy;1
414;Air Up There, The;1994;Comedy;1
415;Another Stakeout;1993;Comedy|Thriller;2
416;Bad Girls;1994;Western;1
417;Barcelona;1994;Comedy|Romance;2
418;Being Human;1993;Drama;1
419;Beverly Hillbillies, The;1993;Comedy;1
420;Beverly Hills Cop III;1994;Action|Comedy|Crime|Thriller;4
421;Black Beauty;1994;Adventure|Children|Drama;3
422;Blink;1994;Thriller;1
423;Blown Away;1994;Action|Thriller;2
424;Blue Chips;1994;Drama;1
425;Blue Sky;1994;Drama|Romance;2
426;Body Snatchers;1993;Horror|Sci-Fi|Thriller;3
427;Boxing Helena;1993;Drama|Mystery|Romance|Thriller;4
428;Bronx Tale, A;1993;Drama;1
429;Cabin Boy;1994;Comedy;1
430;Calendar Girl;1993;Comedy|Drama;2
431;Carlito's Way;1993;Crime|Drama;2
432;City Slickers II: The Legend of Curly's Gold;1994;Adventure|Comedy|Western;3
433;Clean Slate;1994;Comedy;1
434;Cliffhanger;1993;Action|Adventure|Thriller;3
435;Coneheads;1993;Comedy|Sci-Fi;2
436;Color of Night;1994;Drama|Thriller;2
437;Cops and Robbersons;1994;Comedy;1
438;Cowboy Way, The;1994;Action|Comedy|Drama;3
440;Dave;1993;Comedy|Romance;2
441;Dazed and Confused;1993;Comedy;1
442;Demolition Man;1993;Action|Adventure|Sci-Fi;3
444;Even Cowgirls Get the Blues;1993;Comedy|Romance;2
445;Fatal Instinct;1993;Comedy;1
446;Farewell My Concubine;;Drama|Romance;2
448;Fearless;1993;Drama;1
449;Fear of a Black Hat;1994;Comedy;1
450;With Honors;1994;Comedy|Drama;2
451;Flesh and Bone;1993;Drama|Mystery|Romance;3
452;Widows' Peak;1994;Drama;1
453;For Love or Money;1993;Comedy|Romance;2
454;Firm, The;1993;Drama|Thriller;2
455;Free Willy;1993;Adventure|Children|Drama;3
456;Fresh;1994;Crime|Drama|Thriller;3
457;Fugitive, The;1993;Thriller;1
458;Geronimo: An American Legend;1993;Drama|Western;2
459;Getaway, The;1994;Action|Adventure|Crime|Drama|Romance|Thriller;6
460;Getting Even with Dad;1994;Comedy;1
461;Go Fish;1994;Drama|Romance;2
464;Hard Target;1993;Action|Adventure|Crime|Thriller;4
466;Hot Shots! Part Deux;1993;Action|Comedy|War;3
467;Live Nude Girls;1995;Comedy;1
468;Englishman Who Went Up a Hill But Came Down a Mountain, The;1995;Comedy|Romance;2
469;House of the Spirits, The;1993;Drama|Romance;2
470;House Party 3;1994;Comedy;1
471;Hudsucker Proxy, The;1994;Comedy;1
472;I'll Do Anything;1994;Comedy|Drama;2
473;In the Army Now;1994;Comedy|War;2
474;In the Line of Fire;1993;Action|Thriller;2
475;In the Name of the Father;1993;Drama;1
476;Inkwell, The;1994;Comedy|Drama;2
477;What's Love Got to Do with It?;1993;Drama|Musical;2
478;Jimmy Hollywood;1994;Comedy|Crime|Drama;3
479;Judgment Night;1993;Action|Crime|Thriller;3
480;Jurassic Park;1993;Action|Adventure|Sci-Fi|Thriller;4
481;Kalifornia;1993;Drama|Thriller;2
482;Killing Zoe;1994;Crime|Drama|Thriller;3
484;Lassie;1994;Adventure|Children;2
485;Last Action Hero;1993;Action|Adventure|Comedy|Fantasy;4
486;Life with Mikey;1993;Comedy;1
487;Lightning Jack;1994;Comedy|Western;2
488;M. Butterfly;1993;Drama|Romance;2
489;Made in America;1993;Comedy;1
490;Malice;1993;Thriller;1
491;Man Without a Face, The;1993;Drama;1
492;Manhattan Murder Mystery;1993;Comedy|Mystery;2
493;Menace II Society;1993;Action|Crime|Drama;3
494;Executive Decision;1996;Action|Adventure|Thriller;3
495;In the Realm of the Senses;;Drama;1
496;What Happened Was...;1994;Comedy|Drama|Romance|Thriller;4
497;Much Ado About Nothing;1993;Comedy|Romance;2
499;Mr. Wonderful;1993;Comedy|Romance;2
500;Mrs. Doubtfire;1993;Comedy|Drama;2
501;Naked;1993;Drama;1
502;Next Karate Kid, The;1994;Action|Children|Romance;3
504;No Escape;1994;Action|Drama|Sci-Fi;3
505;North;1994;Comedy;1
506;Orlando;1992;Drama|Fantasy|Romance;3
507;Perfect World, A;1993;Crime|Drama|Thriller;3
508;Philadelphia;1993;Drama;1
509;Piano, The;1993;Drama|Romance;2
510;Poetic Justice;1993;Drama;1
511;Program, The;1993;Action|Drama;2
512;Puppet Masters, The;1994;Horror|Sci-Fi;2
513;Radioland Murders;1994;Comedy|Mystery|Romance;3
514;Ref, The;1994;Comedy;1
515;Remains of the Day, The;1993;Drama|Romance;2
516;Renaissance Man;1994;Comedy|Drama;2
517;Rising Sun;1993;Action|Drama|Mystery;3
518;Road to Wellville, The;1994;Comedy;1
519;RoboCop 3;1993;Action|Crime|Drama|Sci-Fi|Thriller;5
520;Robin Hood: Men in Tights;1993;Comedy;1
521;Romeo Is Bleeding;1993;Crime|Thriller;2
522;Romper Stomper;1992;Action|Drama;2
523;Ruby in Paradise;1993;Drama;1
524;Rudy;1993;Drama;1
526;Savage Nights;;Drama;1
527;Schindler's List;1993;Drama|War;2
528;Scout, The;1994;Comedy|Drama;2
529;Searching for Bobby Fischer;1993;Drama;1
531;Secret Garden, The;1993;Children|Drama;2
532;Serial Mom;1994;Comedy|Crime|Horror;3
533;Shadow, The;1994;Action|Adventure|Fantasy|Mystery;4
534;Shadowlands;1993;Drama|Romance;2
535;Short Cuts;1993;Drama;1
536;Simple Twist of Fate, A;1994;Drama;1
537;Sirens;1994;Drama;1
538;Six Degrees of Separation;1993;Drama;1
539;Sleepless in Seattle;1993;Comedy|Drama|Romance;3
540;Sliver;1993;Thriller;1
541;Blade Runner;1982;Action|Sci-Fi|Thriller;3
542;Son in Law;1993;Comedy|Drama|Romance;3
543;So I Married an Axe Murderer;1993;Comedy|Romance|Thriller;3
544;Striking Distance;1993;Action|Crime;2
546;Super Mario Bros.;1993;Action|Adventure|Children|Comedy|Fantasy|Sci-Fi;6
547;Surviving the Game;1994;Action|Adventure|Thriller;3
548;Terminal Velocity;1994;Action|Mystery|Thriller;3
549;Thirty-Two Short Films About Glenn Gould;1993;Drama|Musical;2
550;Threesome;1994;Comedy|Romance;2
551;Nightmare Before Christmas, The;1993;Animation|Children|Fantasy|Musical;4
552;Three Musketeers, The;1993;Action|Adventure|Comedy|Romance;4
553;Tombstone;1993;Action|Drama|Western;3
555;True Romance;1993;Crime|Thriller;2
556;War Room, The;1993;Documentary;1
558;Pagemaster, The;1994;Action|Adventure|Animation|Children|Fantasy;5
562;Welcome to the Dollhouse;1995;Comedy|Drama;2
563;Germinal;1993;Drama|Romance;2
564;Chasers;1994;Comedy;1
567;Kika;1993;Comedy|Drama;2
568;Bhaji on the Beach;1993;Comedy|Drama;2
569;Little Big League;1994;Comedy|Drama;2
573;Ciao, Professore!;;Drama;1
574;Spanking the Monkey;1994;Comedy|Drama;2
575;Little Rascals, The;1994;Children|Comedy;2
577;Andre;1994;Adventure|Children|Drama;3
579;Escort, The;;Crime|Thriller;2
580;Princess Caraboo;1994;Drama;1
581;Celluloid Closet, The;1995;Documentary;1
583;Dear Diary;;Comedy|Drama;2
585;Brady Bunch Movie, The;1995;Comedy;1
586;Home Alone;1990;Children|Comedy;2
587;Ghost;1990;Comedy|Drama|Fantasy|Romance|Thriller;5
588;Aladdin;1992;Adventure|Animation|Children|Comedy|Musical;5
589;Terminator 2: Judgment Day;1991;Action|Sci-Fi;2
590;Dances with Wolves;1990;Adventure|Drama|Western;3
592;Batman;1989;Action|Crime|Thriller;3
593;Silence of the Lambs, The;1991;Crime|Horror|Thriller;3
594;Snow White and the Seven Dwarfs;1937;Animation|Children|Drama|Fantasy|Musical;5
595;Beauty and the Beast;1991;Animation|Children|Fantasy|Musical|Romance|IMAX;6
596;Pinocchio;1940;Animation|Children|Fantasy|Musical;4
597;Pretty Woman;1990;Comedy|Romance;2
599;Wild Bunch, The;1969;Adventure|Western;2
600;Love and a .45;1994;Action|Comedy|Crime;3
602;Great Day in Harlem, A;1994;Documentary;1
605;One Fine Day;1996;Drama|Romance;2
606;Candyman: Farewell to the Flesh;1995;Fantasy|Horror;2
608;Fargo;1996;Comedy|Crime|Drama|Thriller;4
609;Homeward Bound II: Lost in San Francisco;1996;Adventure|Children;2
610;Heavy Metal;1981;Action|Adventure|Animation|Horror|Sci-Fi;5
611;Hellraiser: Bloodline;1996;Action|Horror|Sci-Fi;3
612;Pallbearer, The;1996;Comedy;1
613;Jane Eyre;1996;Drama|Romance;2
615;Bread and Chocolate;;Comedy|Drama;2
616;Aristocats, The;1970;Animation|Children;2
617;Flower of My Secret, The;;Comedy|Drama;2
618;Two Much;1995;Comedy|Romance;2
619;Ed;1996;Comedy;1
626;Thin Line Between Love and Hate, A;1996;Comedy;1
627;Last Supper, The;1995;Drama|Thriller;2
628;Primal Fear;1996;Crime|Drama|Mystery|Thriller;4
631;All Dogs Go to Heaven 2;1996;Adventure|Animation|Children|Fantasy|Musical|Romance;6
632;Land and Freedom;;Drama|War;2
633;Denise Calls Up;1995;Comedy;1
634;Theodore Rex;1995;Comedy;1
635;Family Thing, A;1996;Comedy|Drama;2
636;Frisk;1995;Drama;1
637;Sgt. Bilko;1996;Comedy;1
638;Jack and Sarah;1995;Romance;1
639;Girl 6;1996;Comedy|Drama;2
640;Diabolique;1996;Drama|Thriller;2
645;Nelly & Monsieur Arnaud;1995;Drama;1
647;Courage Under Fire;1996;Action|Crime|Drama|War;4
648;Mission: Impossible;1996;Action|Adventure|Mystery|Thriller;4
649;Cold Fever;;Comedy|Drama;2
650;Moll Flanders;1996;Drama;1
653;Dragonheart;1996;Action|Adventure|Fantasy;3
656;Eddie;1996;Comedy;1
661;James and the Giant Peach;1996;Adventure|Animation|Children|Fantasy|Musical;5
662;Fear;1996;Thriller;1
663;Kids in the Hall: Brain Candy;1996;Comedy;1
665;Underground;1995;Comedy|Drama|War;3
667;Bloodsport 2;;Action;1
668;Song of the Little Road;;Drama;1
670;World of Apu, The;;Drama;1
671;Mystery Science Theater 3000: The Movie;1996;Comedy|Sci-Fi;2
